,As Home,As Visitor,Home Score,Visitor Score,Home Team,Visitor,Wins,Score Difference
4447,American,Big Ten,16.0,49.0,South Florida,Rutgers,Big Ten,33.0
4448,American,Big Ten,28.0,27.0,South Florida,Rutgers,American,1.0
4449,American,Big Ten,13.0,23.0,South Florida,Rutgers,Big Ten,10.0
4450,ACC,Big Ten,52.0,6.0,Pittsburgh,Rutgers,ACC,46.0
4451,ACC,Big Ten,20.0,6.0,Pittsburgh,Rutgers,ACC,14.0
4452,ACC,Big Ten,20.0,10.0,Pittsburgh,Rutgers,ACC,10.0
4453,ACC,Big Ten,45.0,21.0,Pittsburgh,Rutgers,ACC,24.0
4454,ACC,Big Ten,22.0,17.0,Pittsburgh,Rutgers,ACC,5.0
4455,ACC,Big Ten,35.0,21.0,Pittsburgh,Rutgers,ACC,14.0
4456,ACC,Big Ten,24.0,9.0,Pittsburgh,Rutgers,ACC,15.0
4457,ACC,Big Ten,21.0,25.0,Pittsburgh,Rutgers,Big Ten,4.0
4458,ACC,Big Ten,29.0,17.0,Pittsburgh,Rutgers,ACC,12.0
4459,ACC,Big Ten,23.0,3.0,Pittsburgh,Rutgers,ACC,20.0
4460,ACC,Big Ten,41.0,17.0,Pittsburgh,Rutgers,ACC,24.0
4461,ACC,Big Ten,10.0,20.0,Pittsburgh,Rutgers,Big Ten,10.0
4462,ACC,Big Ten,34.0,54.0,Pittsburgh,Rutgers,Big Ten,20.0
4463,ACC,Big Ten,41.0,21.0,Pittsburgh,Rutgers,ACC,20.0
4464,ACC,Big Ten,27.0,6.0,Pittsburgh,Rutgers,ACC,21.0
4476,Independent,Big Ten,62.0,0.0,Notre Dame,Rutgers,Independent,62.0
4477,Independent,Big Ten,42.0,0.0,Notre Dame,Rutgers,Independent,42.0
4479,ACC,Big Ten,16.0,21.0,North Carolina,Rutgers,Big Ten,5.0
4480,ACC,Big Ten,24.0,22.0,North Carolina,Rutgers,ACC,2.0
4482,American,Big Ten,0.0,40.0,Navy,Rutgers,Big Ten,40.0
4483,American,Big Ten,36.0,7.0,Navy,Rutgers,American,29.0
4484,American,Big Ten,33.0,36.0,Navy,Rutgers,Big Ten,3.0
4485,American,Big Ten,21.0,28.0,Navy,Rutgers,Big Ten,7.0
4486,American,Big Ten,54.0,21.0,Navy,Rutgers,American,33.0
4487,American,Big Ten,0.0,34.0,Navy,Rutgers,Big Ten,34.0
4488,American,Big Ten,23.0,21.0,Navy,Rutgers,American,2.0
4489,American,Big Ten,,,Navy,Rutgers,Big Ten,
4496,ACC,Big Ten,7.0,31.0,Louisville,Rutgers,Big Ten,24.0
4497,ACC,Big Ten,0.0,41.0,Louisville,Rutgers,Big Ten,41.0
4498,ACC,Big Ten,56.0,5.0,Louisville,Rutgers,ACC,51.0
4499,ACC,Big Ten,41.0,38.0,Louisville,Rutgers,ACC,3.0
4500,ACC,Big Ten,14.0,34.0,Louisville,Rutgers,Big Ten,20.0
4501,ACC,Big Ten,16.0,14.0,Louisville,Rutgers,ACC,2.0
4502,ACC,Big Ten,24.0,10.0,Louisville,Rutgers,ACC,14.0
4503,SEC,Big Ten,27.0,14.0,Kentucky,Rutgers,SEC,13.0
4504,SEC,Big Ten,16.0,16.0,Kentucky,Rutgers,Big Ten,0.0
4505,SEC,Big Ten,33.0,26.0,Kentucky,Rutgers,SEC,7.0
4507,SEC,Big Ten,28.0,28.0,Florida,Rutgers,Big Ten,0.0
4508,ACC,Big Ten,42.0,22.0,Duke,Rutgers,ACC,20.0
4509,ACC,Big Ten,24.0,14.0,Duke,Rutgers,ACC,10.0
4510,American,Big Ten,14.0,26.0,Connecticut,Rutgers,Big Ten,12.0
4511,American,Big Ten,38.0,31.0,Connecticut,Rutgers,American,7.0
4512,American,Big Ten,24.0,26.0,Connecticut,Rutgers,Big Ten,2.0
4513,American,Big Ten,38.0,19.0,Connecticut,Rutgers,American,19.0
4514,American,Big Ten,24.0,28.0,Connecticut,Rutgers,Big Ten,4.0
4515,American,Big Ten,40.0,22.0,Connecticut,Rutgers,American,18.0
4516,American,Big Ten,28.0,17.0,Connecticut,Rutgers,American,11.0
4517,American,Big Ten,10.0,0.0,Cincinnati,Rutgers,American,10.0
4518,American,Big Ten,18.0,7.0,Cincinnati,Rutgers,American,11.0
4519,American,Big Ten,7.0,10.0,Cincinnati,Rutgers,Big Ten,3.0
4520,American,Big Ten,17.0,17.0,Cincinnati,Rutgers,Big Ten,0.0
4521,American,Big Ten,26.0,24.0,Cincinnati,Rutgers,American,2.0
4522,American,Big Ten,30.0,11.0,Cincinnati,Rutgers,American,19.0
4523,American,Big Ten,13.0,10.0,Cincinnati,Rutgers,American,3.0
4524,American,Big Ten,69.0,38.0,Cincinnati,Rutgers,American,31.0
4525,American,Big Ten,3.0,10.0,Cincinnati,Rutgers,Big Ten,7.0
4526,Mountain West,Big Ten,52.0,51.0,Fresno State,Rutgers,Mountain West,1.0
4527,Pac-12,Big Ten,21.0,7.0,California,Rutgers,Pac-12,14.0
4528,MAC,Big Ten,15.0,31.0,Buffalo,Rutgers,Big Ten,16.0
4529,MAC,Big Ten,3.0,17.0,Buffalo,Rutgers,Big Ten,14.0
4530,ACC,Big Ten,27.0,21.0,Boston College,Rutgers,ACC,6.0
4531,ACC,Big Ten,14.0,13.0,Boston College,Rutgers,ACC,1.0
4532,ACC,Big Ten,35.0,23.0,Boston College,Rutgers,ACC,12.0
4533,ACC,Big Ten,9.0,11.0,Boston College,Rutgers,Big Ten,2.0
4534,ACC,Big Ten,6.0,17.0,Boston College,Rutgers,Big Ten,11.0
4535,ACC,Big Ten,19.0,14.0,Boston College,Rutgers,ACC,5.0
4536,ACC,Big Ten,37.0,20.0,Boston College,Rutgers,ACC,17.0
4537,ACC,Big Ten,7.0,7.0,Boston College,Rutgers,Big Ten,0.0
4538,ACC,Big Ten,37.0,13.0,Boston College,Rutgers,ACC,24.0
4539,ACC,Big Ten,41.0,14.0,Boston College,Rutgers,ACC,27.0
4540,ACC,Big Ten,42.0,13.0,Boston College,Rutgers,ACC,29.0
4541,ACC,Big Ten,44.0,14.0,Boston College,Rutgers,ACC,30.0
4542,ACC,Big Ten,21.0,10.0,Boston College,Rutgers,ACC,11.0
4543,SEC,Big Ten,30.0,7.0,Auburn,Rutgers,SEC,23.0
4544,Independent,Big Ten,21.0,37.0,Army,Rutgers,Big Ten,16.0
4545,Independent,Big Ten,0.0,17.0,Army,Rutgers,Big Ten,17.0
4546,Independent,Big Ten,20.0,12.0,Army,Rutgers,Independent,8.0
4547,Independent,Big Ten,20.0,16.0,Army,Rutgers,Independent,4.0
4548,Independent,Big Ten,14.0,27.0,Army,Rutgers,Big Ten,13.0
4549,Independent,Big Ten,35.0,14.0,Army,Rutgers,Independent,21.0
4550,Independent,Big Ten,35.0,31.0,Army,Rutgers,Independent,4.0
4551,Independent,Big Ten,38.0,45.0,Army,Rutgers,Big Ten,7.0
4552,Independent,Big Ten,37.0,35.0,Army,Rutgers,Independent,2.0
4553,Independent,Big Ten,21.0,36.0,Army,Rutgers,Big Ten,15.0
4554,Independent,Big Ten,6.0,41.0,Army,Rutgers,Big Ten,35.0
4555,Independent,Big Ten,10.0,27.0,Army,Rutgers,Big Ten,17.0
4556,Independent,Big Ten,12.0,27.0,Army,Rutgers,Big Ten,15.0
4557,SEC,Big Ten,26.0,35.0,Arkansas,Rutgers,Big Ten,9.0
4558,SEC,Big Ten,31.0,7.0,Alabama,Rutgers,SEC,24.0
4559,Mountain West,C-USA,34.0,24.0,Wyoming,Rice,Mountain West,10.0
4560,ACC,C-USA,17.0,17.0,Wake Forest,Rice,C-USA,0.0
4561,SEC,C-USA,38.0,21.0,Vanderbilt,Rice,SEC,17.0
4562,Pac-12,C-USA,31.0,14.0,Utah,Rice,Pac-12,17.0
4563,American,C-USA,24.0,42.0,Tulsa,Rice,C-USA,18.0
4564,American,C-USA,10.0,20.0,Tulsa,Rice,C-USA,10.0
4565,American,C-USA,18.0,33.0,Tulsa,Rice,C-USA,15.0
4566,American,C-USA,39.0,22.0,Tulsa,Rice,American,17.0
4567,American,C-USA,38.0,41.0,Tulsa,Rice,C-USA,3.0
4568,American,C-USA,63.0,28.0,Tulsa,Rice,American,35.0
4569,American,C-USA,64.0,27.0,Tulsa,Rice,American,37.0
4570,American,C-USA,28.0,24.0,Tulsa,Rice,American,4.0
4571,American,C-USA,27.0,30.0,Tulsa,Rice,C-USA,3.0
4572,American,C-USA,35.0,14.0,Tulane,Rice,American,21.0
4573,American,C-USA,30.0,6.0,Tulane,Rice,American,24.0
4574,American,C-USA,20.0,19.0,Tulane,Rice,American,1.0
4575,American,C-USA,19.0,28.0,Tulane,Rice,C-USA,9.0
4576,American,C-USA,14.0,21.0,Tulane,Rice,C-USA,7.0
4577,American,C-USA,24.0,30.0,Tulane,Rice,C-USA,6.0
4578,American,C-USA,38.0,24.0,Tulane,Rice,American,14.0
4579,American,C-USA,17.0,42.0,Tulane,Rice,C-USA,25.0
4580,American,C-USA,54.0,49.0,Tulane,Rice,American,5.0
4581,American,C-USA,47.0,49.0,Tulane,Rice,C-USA,2.0
4590,Big 12,C-USA,30.0,7.0,Texas Tech,Rice,Big 12,23.0
4591,Big 12,C-USA,23.0,30.0,Texas Tech,Rice,C-USA,7.0
4592,Big 12,C-USA,14.0,3.0,Texas Tech,Rice,Big 12,11.0
4593,Big 12,C-USA,27.0,29.0,Texas Tech,Rice,C-USA,2.0
4594,Big 12,C-USA,59.0,7.0,Texas Tech,Rice,Big 12,52.0
4595,Big 12,C-USA,41.0,25.0,Texas Tech,Rice,Big 12,16.0
4596,Big 12,C-USA,40.0,20.0,Texas Tech,Rice,Big 12,20.0
4597,Big 12,C-USA,45.0,16.0,Texas Tech,Rice,Big 12,29.0
4598,Big 12,C-USA,31.0,26.0,Texas Tech,Rice,Big 12,5.0
4599,Big 12,C-USA,55.0,10.0,Texas Tech,Rice,Big 12,45.0
4600,Big 12,C-USA,26.0,9.0,Texas,Rice,Big 12,17.0
4601,Big 12,C-USA,31.0,3.0,Texas,Rice,Big 12,28.0
4602,Big 12,C-USA,42.0,6.0,Texas,Rice,Big 12,36.0
4603,Big 12,C-USA,44.0,16.0,Texas,Rice,Big 12,28.0
4604,Big 12,C-USA,45.0,26.0,Texas,Rice,Big 12,19.0
4605,Big 12,C-USA,31.0,30.0,Texas,Rice,Big 12,1.0
4606,Big 12,C-USA,28.0,7.0,Texas,Rice,Big 12,21.0
4607,Big 12,C-USA,55.0,38.0,Texas,Rice,Big 12,17.0
4608,Big 12,C-USA,37.0,13.0,Texas,Rice,Big 12,24.0
4609,Big 12,C-USA,59.0,21.0,Texas,Rice,Big 12,38.0
4610,Big 12,C-USA,18.0,13.0,Texas,Rice,Big 12,5.0
4611,Big 12,C-USA,35.0,13.0,Texas,Rice,Big 12,22.0
4612,Big 12,C-USA,51.0,10.0,Texas,Rice,Big 12,41.0
4613,Big 12,C-USA,58.0,14.0,Texas,Rice,Big 12,44.0
4614,Big 12,C-USA,32.0,10.0,Texas,Rice,Big 12,22.0
4615,Big 12,C-USA,34.0,9.0,Texas,Rice,Big 12,25.0
4619,Mountain West,C-USA,20.0,17.0,San Jose State,Rice,Mountain West,3.0
4620,Mountain West,C-USA,29.0,16.0,San Jose State,Rice,Mountain West,13.0
4621,Mountain West,C-USA,70.0,63.0,San Jose State,Rice,Mountain West,7.0
4622,Big Ten,C-USA,21.0,19.0,Purdue,Rice,Big Ten,2.0
4623,Big 12,C-USA,41.0,24.0,Oklahoma State,Rice,Big 12,17.0
4624,Big 12,C-USA,42.0,14.0,Oklahoma,Rice,Big 12,28.0
4625,Big Ten,C-USA,34.0,7.0,Ohio State,Rice,Big Ten,27.0
4626,Big Ten,C-USA,70.0,7.0,Ohio State,Rice,Big Ten,63.0
4627,Independent,C-USA,54.0,11.0,Notre Dame,Rice,Independent,43.0
4628,Independent,C-USA,48.0,17.0,Notre Dame,Rice,Independent,31.0
4629,Big Ten,C-USA,7.0,36.0,Northwestern,Rice,C-USA,29.0
4630,Big Ten,C-USA,34.0,40.0,Northwestern,Rice,C-USA,6.0
4631,Big Ten,C-USA,28.0,6.0,Northwestern,Rice,Big Ten,22.0
4634,Sun Belt,C-USA,19.0,45.0,New Mexico State,Rice,C-USA,26.0
4635,Mountain West,C-USA,23.0,35.0,New Mexico,Rice,C-USA,12.0
4636,Big Ten,C-USA,48.0,3.0,Nebraska,Rice,Big Ten,45.0
4637,American,C-USA,29.0,17.0,Navy,Rice,American,12.0
4638,American,C-USA,13.0,21.0,Navy,Rice,C-USA,8.0
4639,American,C-USA,10.0,17.0,Navy,Rice,C-USA,7.0
4640,American,C-USA,14.0,13.0,Navy,Rice,American,1.0
4641,SEC,C-USA,42.0,10.0,Missouri,Rice,SEC,32.0
4642,Big Ten,C-USA,31.0,24.0,Minnesota,Rice,Big Ten,7.0
4643,Big Ten,C-USA,27.0,10.0,Michigan State,Rice,Big Ten,17.0
4644,Big Ten,C-USA,37.0,3.0,Michigan,Rice,Big Ten,34.0
4645,Big Ten,C-USA,38.0,7.0,Michigan,Rice,Big Ten,31.0
4646,American,C-USA,35.0,42.0,Memphis,Rice,C-USA,7.0
4647,American,C-USA,14.0,10.0,Memphis,Rice,American,4.0
4655,Big 12,C-USA,27.0,18.0,Kansas State,Rice,Big 12,9.0
4656,Big 12,C-USA,24.0,25.0,Kansas,Rice,C-USA,1.0
4657,Big 12,C-USA,18.0,28.0,Iowa State,Rice,C-USA,10.0
4658,Big Ten,C-USA,35.0,13.0,Indiana,Rice,Big Ten,22.0
4659,American,C-USA,7.0,35.0,Houston,Rice,C-USA,28.0
4660,American,C-USA,28.0,21.0,Houston,Rice,American,7.0
4661,American,C-USA,38.0,26.0,Houston,Rice,American,12.0
4662,American,C-USA,13.0,14.0,Houston,Rice,C-USA,1.0
4663,American,C-USA,45.0,14.0,Houston,Rice,American,31.0
4664,American,C-USA,24.0,22.0,Houston,Rice,American,2.0
4665,American,C-USA,61.0,34.0,Houston,Rice,American,27.0
4666,American,C-USA,13.0,31.0,Houston,Rice,C-USA,18.0
4667,American,C-USA,28.0,3.0,Houston,Rice,American,25.0
4668,American,C-USA,14.0,21.0,Houston,Rice,C-USA,7.0
4669,American,C-USA,48.0,14.0,Houston,Rice,American,34.0
4670,American,C-USA,35.0,18.0,Houston,Rice,American,17.0
4671,American,C-USA,56.0,48.0,Houston,Rice,American,8.0
4672,American,C-USA,73.0,14.0,Houston,Rice,American,59.0
4673,American,C-USA,73.0,34.0,Houston,Rice,American,39.0
4674,American,C-USA,31.0,26.0,Houston,Rice,American,5.0
4675,ACC,C-USA,55.0,7.0,Florida State,Rice,ACC,48.0
4676,American,C-USA,41.0,28.0,East Carolina,Rice,American,13.0
4677,American,C-USA,49.0,13.0,East Carolina,Rice,American,36.0
4678,ACC,C-USA,17.0,12.0,Duke,Rice,ACC,5.0
4679,ACC,C-USA,27.0,24.0,Duke,Rice,ACC,3.0
4680,ACC,C-USA,19.0,3.0,Clemson,Rice,ACC,16.0
4681,Mountain West,C-USA,47.0,18.0,Fresno State,Rice,Mountain West,29.0
4682,Mountain West,C-USA,52.0,24.0,Fresno State,Rice,Mountain West,28.0
4683,Mountain West,C-USA,31.0,28.0,Fresno State,Rice,Mountain West,3.0
4684,Mountain West,C-USA,49.0,7.0,Boise State,Rice,Mountain West,42.0
4685,Big 12,C-USA,45.0,14.0,Baylor,Rice,Big 12,31.0
4686,Big 12,C-USA,14.0,17.0,Baylor,Rice,C-USA,3.0
4687,Big 12,C-USA,48.0,14.0,Baylor,Rice,Big 12,34.0
4688,Big 12,C-USA,34.0,10.0,Baylor,Rice,Big 12,24.0
4689,Big 12,C-USA,34.0,31.0,Baylor,Rice,Big 12,3.0
4690,Big 12,C-USA,3.0,6.0,Baylor,Rice,C-USA,3.0
4691,Big 12,C-USA,17.0,20.0,Baylor,Rice,C-USA,3.0
4692,Big 12,C-USA,38.0,14.0,Baylor,Rice,Big 12,24.0
4693,Big 12,C-USA,34.0,6.0,Baylor,Rice,Big 12,28.0
4694,Big 12,C-USA,42.0,17.0,Baylor,Rice,Big 12,25.0
4695,Big 12,C-USA,56.0,31.0,Baylor,Rice,Big 12,25.0
4696,Independent,C-USA,21.0,21.0,Army,Rice,C-USA,0.0
4697,Independent,C-USA,14.0,48.0,Army,Rice,C-USA,34.0
4698,Independent,C-USA,,,Army,Rice,C-USA,
4699,SEC,C-USA,16.0,17.0,Arkansas,Rice,C-USA,1.0
4700,SEC,C-USA,24.0,6.0,Arkansas,Rice,SEC,18.0
4701,SEC,C-USA,35.0,0.0,Arkansas,Rice,SEC,35.0
4702,SEC,C-USA,28.0,6.0,Arkansas,Rice,SEC,22.0
4703,SEC,C-USA,45.0,14.0,Arkansas,Rice,SEC,31.0
4704,SEC,C-USA,21.0,14.0,Arkansas,Rice,SEC,7.0
4705,SEC,C-USA,11.0,19.0,Arkansas,Rice,C-USA,8.0
4706,SEC,C-USA,20.0,0.0,Arkansas,Rice,SEC,20.0
4707,Mountain West,C-USA,59.0,17.0,Air Force,Rice,Mountain West,42.0
4708,Mountain West,C-USA,30.0,21.0,Air Force,Rice,Mountain West,9.0
4709,Mountain West,C-USA,45.0,17.0,Air Force,Rice,Mountain West,28.0
4710,Mountain West,C-USA,22.0,16.0,Air Force,Rice,Mountain West,6.0
4725,Big 12,Big Ten,24.0,26.0,West Virginia,Purdue,Big Ten,2.0
4726,Pac-12,Big Ten,28.0,10.0,Washington,Purdue,Pac-12,18.0
4727,Pac-12,Big Ten,38.0,9.0,Washington,Purdue,Pac-12,29.0
4728,ACC,Big Ten,10.0,16.0,Wake Forest,Purdue,Big Ten,6.0
4729,MAC,Big Ten,36.0,22.0,Toledo,Purdue,MAC,14.0
4730,MAC,Big Ten,24.0,52.0,Toledo,Purdue,Big Ten,28.0
4731,C-USA,Big Ten,24.0,22.0,Rice,Purdue,C-USA,2.0
4732,ACC,Big Ten,31.0,30.0,Pittsburgh,Purdue,ACC,1.0
4741,Pac-12,Big Ten,38.0,36.0,Oregon,Purdue,Pac-12,2.0
4755,Independent,Big Ten,31.0,10.0,Notre Dame,Purdue,Independent,21.0
4756,Independent,Big Ten,28.0,14.0,Notre Dame,Purdue,Independent,14.0
4757,Independent,Big Ten,41.0,9.0,Notre Dame,Purdue,Independent,32.0
4758,Independent,Big Ten,52.0,7.0,Notre Dame,Purdue,Independent,45.0
4759,Independent,Big Ten,37.0,11.0,Notre Dame,Purdue,Independent,26.0
4760,Independent,Big Ten,48.0,0.0,Notre Dame,Purdue,Independent,48.0
4761,Independent,Big Ten,39.0,21.0,Notre Dame,Purdue,Independent,18.0
4762,Independent,Big Ten,35.0,0.0,Notre Dame,Purdue,Independent,35.0
4763,Independent,Big Ten,31.0,30.0,Notre Dame,Purdue,Independent,1.0
4764,Independent,Big Ten,23.0,21.0,Notre Dame,Purdue,Independent,2.0
4765,Independent,Big Ten,24.0,17.0,Notre Dame,Purdue,Independent,7.0
4766,Independent,Big Ten,16.0,41.0,Notre Dame,Purdue,Big Ten,25.0
4767,Independent,Big Ten,35.0,21.0,Notre Dame,Purdue,Independent,14.0
4768,Independent,Big Ten,38.0,21.0,Notre Dame,Purdue,Independent,17.0
4769,Independent,Big Ten,23.0,12.0,Notre Dame,Purdue,Independent,11.0
4770,Independent,Big Ten,20.0,17.0,Notre Dame,Purdue,Independent,3.0
4771,Independent,Big Ten,,,Notre Dame,Purdue,Big Ten,
4883,American,Big Ten,14.0,19.0,Cincinnati,Purdue,Big Ten,5.0
4884,American,Big Ten,42.0,7.0,Cincinnati,Purdue,American,35.0
4885,Pac-12,Big Ten,42.0,18.0,California,Purdue,Pac-12,24.0
4886,Pac-12,Big Ten,24.0,31.0,Arizona,Purdue,Big Ten,7.0
4887,Big 12,ACC,17.0,24.0,West Virginia,Pittsburgh,ACC,7.0
4888,Big 12,ACC,0.0,17.0,West Virginia,Pittsburgh,ACC,17.0
4889,Big 12,ACC,24.0,21.0,West Virginia,Pittsburgh,Big 12,3.0
4890,Big 12,ACC,10.0,10.0,West Virginia,Pittsburgh,ACC,0.0
4891,Big 12,ACC,3.0,6.0,West Virginia,Pittsburgh,ACC,3.0
4892,Big 12,ACC,31.0,31.0,West Virginia,Pittsburgh,ACC,0.0
4893,Big 12,ACC,3.0,34.0,West Virginia,Pittsburgh,ACC,31.0
4894,Big 12,ACC,42.0,21.0,West Virginia,Pittsburgh,Big 12,21.0
4895,Big 12,ACC,21.0,0.0,West Virginia,Pittsburgh,Big 12,21.0
4896,Big 12,ACC,38.0,41.0,West Virginia,Pittsburgh,ACC,3.0
4897,Big 12,ACC,52.0,21.0,West Virginia,Pittsburgh,Big 12,31.0
4898,Big 12,ACC,17.0,23.0,West Virginia,Pittsburgh,ACC,6.0
4899,Big 12,ACC,52.0,31.0,West Virginia,Pittsburgh,Big 12,21.0
4900,Big 12,ACC,45.0,13.0,West Virginia,Pittsburgh,Big 12,32.0
4901,Big 12,ACC,9.0,13.0,West Virginia,Pittsburgh,ACC,4.0
4902,Big 12,ACC,19.0,16.0,West Virginia,Pittsburgh,Big 12,3.0
4903,Big 12,ACC,21.0,20.0,West Virginia,Pittsburgh,Big 12,1.0
4904,Pac-12,ACC,14.0,26.0,Washington,Pittsburgh,ACC,12.0
4913,Pac-12,ACC,27.0,24.0,Utah,Pittsburgh,Pac-12,3.0
4914,MAC,ACC,35.0,31.0,Toledo,Pittsburgh,MAC,4.0
4915,Big 12,ACC,38.0,27.0,Texas,Pittsburgh,Big 12,11.0
4916,SEC,ACC,6.0,30.0,Tennessee,Pittsburgh,ACC,24.0
4917,SEC,ACC,3.0,13.0,Tennessee,Pittsburgh,ACC,10.0
4918,American,ACC,9.0,10.0,Temple,Pittsburgh,ACC,1.0
4919,American,ACC,0.0,35.0,Temple,Pittsburgh,ACC,35.0
4920,American,ACC,13.0,12.0,Temple,Pittsburgh,American,1.0
4921,American,ACC,17.0,21.0,Temple,Pittsburgh,ACC,4.0
4922,American,ACC,3.0,27.0,Temple,Pittsburgh,ACC,24.0
4923,American,ACC,20.0,27.0,Temple,Pittsburgh,ACC,7.0
4924,American,ACC,18.0,28.0,Temple,Pittsburgh,ACC,10.0
4925,American,ACC,29.0,27.0,Temple,Pittsburgh,American,2.0
4926,American,ACC,17.0,13.0,Temple,Pittsburgh,American,4.0
4927,American,ACC,0.0,7.0,Temple,Pittsburgh,ACC,7.0
4928,American,ACC,7.0,33.0,Temple,Pittsburgh,ACC,26.0
4929,American,ACC,16.0,30.0,Temple,Pittsburgh,ACC,14.0
4930,American,ACC,22.0,27.0,Temple,Pittsburgh,ACC,5.0
4949,C-USA,ACC,10.0,14.0,Southern Miss,Pittsburgh,ACC,4.0
4950,American,ACC,14.0,43.0,South Florida,Pittsburgh,ACC,29.0
4951,American,ACC,22.0,12.0,South Florida,Pittsburgh,American,10.0
4952,American,ACC,21.0,26.0,South Florida,Pittsburgh,ACC,5.0
4953,American,ACC,10.0,17.0,South Florida,Pittsburgh,ACC,7.0
4954,American,ACC,3.0,27.0,South Florida,Pittsburgh,ACC,24.0
4955,SEC,ACC,28.0,42.0,South Carolina,Pittsburgh,ACC,14.0
4956,SEC,ACC,45.0,21.0,South Carolina,Pittsburgh,SEC,24.0
4957,Big Ten,ACC,3.0,47.0,Rutgers,Pittsburgh,ACC,44.0
4958,Big Ten,ACC,10.0,38.0,Rutgers,Pittsburgh,ACC,28.0
4959,Big Ten,ACC,0.0,17.0,Rutgers,Pittsburgh,ACC,17.0
4960,Big Ten,ACC,29.0,46.0,Rutgers,Pittsburgh,ACC,17.0
4961,Big Ten,ACC,21.0,16.0,Rutgers,Pittsburgh,Big Ten,5.0
4962,Big Ten,ACC,10.0,21.0,Rutgers,Pittsburgh,ACC,11.0
4963,Big Ten,ACC,42.0,21.0,Rutgers,Pittsburgh,Big Ten,21.0
4964,Big Ten,ACC,48.0,55.0,Rutgers,Pittsburgh,ACC,7.0
4965,Big Ten,ACC,15.0,38.0,Rutgers,Pittsburgh,ACC,23.0
4966,Big Ten,ACC,0.0,42.0,Rutgers,Pittsburgh,ACC,42.0
4967,Big Ten,ACC,32.0,42.0,Rutgers,Pittsburgh,ACC,10.0
4968,Big Ten,ACC,37.0,29.0,Rutgers,Pittsburgh,Big Ten,8.0
4969,Big Ten,ACC,20.0,16.0,Rutgers,Pittsburgh,Big Ten,4.0
4970,Big Ten,ACC,17.0,24.0,Rutgers,Pittsburgh,ACC,7.0
4971,Big Ten,ACC,34.0,10.0,Rutgers,Pittsburgh,Big Ten,24.0
4972,Big Ten,ACC,26.0,41.0,Purdue,Pittsburgh,ACC,15.0
4973,Big Ten,ACC,9.0,14.0,Penn State,Pittsburgh,ACC,5.0
4974,Big Ten,ACC,19.0,10.0,Penn State,Pittsburgh,Big Ten,9.0
4975,Big Ten,ACC,11.0,31.0,Penn State,Pittsburgh,ACC,20.0
4976,Big Ten,ACC,34.0,14.0,Penn State,Pittsburgh,Big Ten,20.0
4977,Big Ten,ACC,7.0,14.0,Penn State,Pittsburgh,ACC,7.0
4978,Big Ten,ACC,22.0,17.0,Penn State,Pittsburgh,Big Ten,5.0
4979,Big Ten,ACC,57.0,13.0,Penn State,Pittsburgh,Big Ten,44.0
4980,Big Ten,ACC,34.0,17.0,Penn State,Pittsburgh,Big Ten,17.0
4981,Big Ten,ACC,20.0,17.0,Penn State,Pittsburgh,Big Ten,3.0
4982,Big 12,ACC,52.0,10.0,Oklahoma,Pittsburgh,Big 12,42.0
4983,Big Ten,ACC,10.0,7.0,Ohio State,Pittsburgh,Big Ten,3.0
4984,Big Ten,ACC,27.0,3.0,Ohio State,Pittsburgh,Big Ten,24.0
4985,Big Ten,ACC,72.0,0.0,Ohio State,Pittsburgh,Big Ten,72.0
4986,MAC,ACC,16.0,10.0,Ohio,Pittsburgh,MAC,6.0
4987,Independent,ACC,16.0,21.0,Notre Dame,Pittsburgh,ACC,5.0
4988,Independent,ACC,9.0,10.0,Notre Dame,Pittsburgh,ACC,1.0
4989,Independent,ACC,45.0,7.0,Notre Dame,Pittsburgh,Independent,38.0
4990,Independent,ACC,42.0,7.0,Notre Dame,Pittsburgh,Independent,35.0
4991,Independent,ACC,44.0,0.0,Notre Dame,Pittsburgh,Independent,44.0
4992,Independent,ACC,60.0,6.0,Notre Dame,Pittsburgh,Independent,54.0
4993,Independent,ACC,24.0,7.0,Notre Dame,Pittsburgh,Independent,17.0
4994,Independent,ACC,14.0,6.0,Notre Dame,Pittsburgh,Independent,8.0
4995,Independent,ACC,38.0,41.0,Notre Dame,Pittsburgh,ACC,3.0
4996,Independent,ACC,33.0,36.0,Notre Dame,Pittsburgh,ACC,3.0
4997,Independent,ACC,23.0,17.0,Notre Dame,Pittsburgh,Independent,6.0
4998,Independent,ACC,29.0,26.0,Notre Dame,Pittsburgh,Independent,3.0
5002,Big Ten,ACC,7.0,6.0,Nebraska,Pittsburgh,Big Ten,1.0
5003,American,ACC,14.0,21.0,Navy,Pittsburgh,ACC,7.0
5004,American,ACC,21.0,7.0,Navy,Pittsburgh,American,14.0
5005,American,ACC,6.0,10.0,Navy,Pittsburgh,ACC,4.0
5006,American,ACC,21.0,42.0,Navy,Pittsburgh,ACC,21.0
5007,American,ACC,24.0,21.0,Navy,Pittsburgh,American,3.0
5008,Big Ten,ACC,13.0,14.0,Minnesota,Pittsburgh,ACC,1.0
5009,Big Ten,ACC,17.0,13.0,Michigan State,Pittsburgh,Big Ten,4.0
5010,Big Ten,ACC,13.0,7.0,Maryland,Pittsburgh,Big Ten,6.0
5011,Big Ten,ACC,47.0,34.0,Maryland,Pittsburgh,Big Ten,13.0
5018,Big 12,ACC,3.0,18.0,Kansas,Pittsburgh,ACC,15.0
