Rank,BGG ID,Title,Rating,Voters,Published,PlayingTime,MinPlayers,MaxPlayers,Designer,Categories,Mechanics,Expansions,PlayerAge,NumPlayers,Language
716,8481,Crusader Rex,6.509,942,2005,180,2,2,,Wargame,Campaign / Battle Card Driven,0,14,2,2: Possible
717,50381,Cards Against Humanity,6.506,7142,2009,30,4,30,,Card Game,Hand Management,23,16,6,4: Unplayable
718,122240,Last Night on Earth: Timber Peak,6.506,508,2012,90,2,6,,Fighting,Dice Rolling,9,12,5,3: Too much
719,127024,Room 25,6.505,1734,2013,30,1,6,,Science Fiction,Action / Movement Programming,2,8,5,2: Possible
720,156009,Port Royal,6.504,1151,2014,50,2,5,,Card Game,Card Drafting,0,8,3,1: Need crib
721,8098,Jungle Speed,6.504,5771,1997,10,2,8,,Card Game,Pattern Recognition,1,6,5,1: Need crib
722,134453,The Little Prince: Make Me a Planet,6.503,1299,2013,25,2,5,Bruno Cathala,,Card Drafting,0,8,4,1: Need crib
723,33451,The Red Dragon Inn 2,6.502,1536,2008,45,2,4,,Card Game,Betting/Wagering,9,10,4,3: Too much
724,22143,EastFront II,6.502,425,2006,240,2,2,,Wargame,Action Point Allowance System,1,14,2,1: Need crib
725,394,Kahuna,6.501,4411,1998,30,2,2,,Abstract Strategy,Area Control / Area Influence,0,10,2,1: Need crib
726,3931,Mare Nostrum,6.501,2662,2003,120,3,5,,Economic,Area Control / Area Influence,1,12,5,2: Possible
727,17710,Conquest of the Empire,6.5,2523,2005,180,2,6,Martin Wallace,Fighting,Area Control / Area Influence,0,10,4,3: Too much
728,73316,Magnum Sal,6.5,1081,2010,90,2,4,,Economic,Modular Board,1,10,3,1: Need crib
729,594,Sleuth,6.499,1730,1971,60,3,7,,Card Game,Hand Management,0,12,4,1: Need crib
730,147303,Carcassonne: South Seas,6.498,869,2013,35,2,5,,,Area Control / Area Influence,1,6,2,1: Need crib
731,154246,La Isla,6.497,1078,2014,60,2,4,,,Action / Movement Programming,0,8,3,1: Need crib
732,40209,RAF: The Battle of Britain 1940,6.495,441,2009,300,1,2,,Wargame,Campaign / Battle Card Driven,0,14,1,3: Too much
733,442,Um Reifenbreite,6.495,1643,1979,60,2,4,,,Hand Management,0,8,4,2: Possible
734,199,Manhattan,6.494,3253,1994,45,2,4,,,Area Control / Area Influence,0,8,4,1: Need crib
735,6779,The Ark of the Covenant,6.494,1273,2003,30,2,5,,,Area Control / Area Influence,0,8,3,1: Need crib
736,67239,Settlers of America: Trails to Rails,6.493,1340,2010,120,3,4,Klaus Teuber,,Dice Rolling,0,12,4,2: Possible
737,34887,Revolution!,6.491,2737,2009,60,3,4,,,Area Control / Area Influence,3,10,4,2: Possible
738,237,Wooden Ships & Iron Men,6.491,1502,1974,60,2,2,,Wargame,Action / Movement Programming,0,12,2,2: Possible
739,85036,20th Century,6.49,1269,2010,120,3,5,,Economic,Auction/Bidding,0,12,5,1: Need crib
740,39927,Last Train to Wensleydale,6.49,884,2009,120,3,4,Martin Wallace,,Auction/Bidding,0,14,4,1: Need crib
741,5781,"Edel, Stein & Reich ",6.488,1343,2003,60,2,5,Reinhard Staupe,Card Game,Set Collection,0,10,4,2: Possible
742,21551,SPQR (Deluxe Edition),6.488,439,2008,240,2,2,Richard H. Berg,Wargame,Dice Rolling,11,12,2,3: Too much
743,19526,Elasund: The First City,6.488,2742,2005,90,2,4,Klaus Teuber,Economic,Dice Rolling,1,10,4,1: Need crib
744,143185,Smash Up: The Obligatory Cthulhu Set,6.487,1251,2013,45,2,4,,Card Game,Area Control / Area Influence,0,12,3,3: Too much
745,2987,Pirate's Cove,6.487,6440,2002,90,3,5,,Fighting,Dice Rolling,0,8,5,3: Too much
746,71882,Conquest of Planet Earth: The Space Alien Game,6.485,1105,2011,60,1,4,,Science Fiction,Action Point Allowance System,4,12,4,4: Unplayable
747,114031,Copycat,6.485,1443,2012,95,2,4,Friedemann Friese,Card Game,Auction/Bidding,0,12,4,1: Need crib
748,31624,League of Six,6.484,1537,2007,60,3,5,,,Auction/Bidding,1,12,5,1: Need crib
749,24703,Heroscape Marvel: The Conflict Begins,6.484,1460,2007,60,2,2,,Fighting,Dice Rolling,0,8,2,2: Possible
750,91620,Pastiche,6.483,1440,2011,40,2,4,,,Card Drafting,6,8,2,1: Need crib
751,113636,Edo,6.482,886,2012,60,2,4,,Economic,Action / Movement Programming,4,12,4,1: Need crib
752,4741,Warmachine,6.482,872,2003,60,2,4,,Fantasy,Variable Player Powers,9,12,2,3: Too much
753,624,Quoridor,6.482,3190,1997,15,2,4,,Abstract Strategy,Grid Movement,0,6,2,1: Need crib
754,4396,Odin's Ravens,6.481,3057,2002,30,2,2,,Card Game,Hand Management,0,8,2,2: Possible
755,144568,Dawn of the Zeds (Second edition),6.48,365,2013,45,1,1,,,Campaign / Battle Card Driven,1,12,1,4: Unplayable
756,131014,Carcassonne: Winter Edition,6.477,577,2012,40,2,5,,,Area Control / Area Influence,1,8,2,1: Need crib
757,152162,Diamonds,6.476,1000,2014,30,2,6,,Card Game,Trick-taking,0,6,4,1: Need crib
758,619,The Bottle Imp,6.476,2128,1995,30,3,4,,Card Game,Trick-taking,0,10,3,1: Need crib
759,631,Daytona 500,6.475,866,1990,70,2,4,Wolfgang Kramer,Card Game,Auction/Bidding,0,8,3,1: Need crib
760,24742,Cold War: CIA vs KGB,6.475,2854,2007,60,2,2,,Card Game,Area Control / Area Influence,0,10,2,2: Possible
761,55829,Axis & Allies Pacific 1940,6.475,783,2009,360,2,4,,Dice,Area Control / Area Influence,0,12,2,2: Possible
762,986,Babel,6.475,2725,2000,45,2,2,Uwe Rosenberg,Card Game,Hand Management,0,12,2,1: Need crib
763,161417,Red7,6.474,1038,2014,5,2,4,,Card Game,Hand Management,0,8,3,2: Possible
764,165838,Space Hulk (fourth edition),6.473,353,2014,60,2,2,,Fighting,Action Point Allowance System,0,12,2,1: Need crib
765,38309,God's Playground,6.472,591,2009,180,3,3,Martin Wallace,,Area Control / Area Influence,0,14,3,2: Possible
766,24827,Traders of Carthage,6.471,1551,2006,30,2,4,,Card Game,Commodity Speculation,0,10,2,1: Need crib
767,46255,Campaign Manager 2008,6.469,2061,2009,50,2,2,,Card Game,Area Control / Area Influence,0,10,2,3: Too much
768,62220,Urban Sprawl,6.469,1589,2011,180,2,4,,Economic,Action Point Allowance System,0,12,3,4: Unplayable
769,35761,Sylla,6.468,1520,2008,90,2,4,,,Auction/Bidding,1,14,4,1: Need crib
770,131325,Timeline: Diversity,6.467,1101,2012,15,2,8,,Card Game,,0,12,6,2: Possible
771,3353,World War II: Barbarossa to Berlin,6.467,865,2002,420,2,2,,Wargame,Campaign / Battle Card Driven,0,12,2,4: Unplayable
772,12589,Razzia!,6.466,1569,2004,45,2,5,Reiner Knizia,Card Game,Auction/Bidding,0,10,4,1: Need crib
773,113873,"The Hunters: German U-Boats at War, 1939-43 ",6.466,469,2013,120,1,2,,Wargame,Dice Rolling,0,12,1,3: Too much
774,40769,Valdora,6.465,1512,2009,60,3,5,Michael Schacht,Fantasy,Pick-up and Deliver,6,8,4,1: Need crib
775,160018,Smash Up: Monster Smash,6.464,492,2014,45,2,4,,Card Game,Area Control / Area Influence,0,10,3,3: Too much
776,27627,Talisman (Revised 4th Edition),6.463,6890,2007,90,2,6,,Fantasy,Dice Rolling,20,8,4,4: Unplayable
777,143986,CV,6.463,1308,2013,60,2,4,,Card Game,Card Drafting,2,8,3,2: Possible
778,35503,Ra: The Dice Game,6.463,1898,2009,45,2,4,Reiner Knizia,Dice,Dice Rolling,0,8,2,1: Need crib
779,117,Ta YÃ_,6.462,1134,1999,45,2,4,,Abstract Strategy,Partnerships,0,8,2,1: Need crib
780,135382,Shadowrun: Crossfire,6.461,741,2014,30,2,4,,Card Game,Co-operative Play,3,12,4,4: Unplayable
781,83734,Strike of the Eagle,6.458,489,2011,150,2,4,,Wargame,Area Control / Area Influence,0,12,2,4: Unplayable
782,32125,Felix: The Cat in the Sack,6.458,3567,2007,20,3,5,Friedemann Friese,Card Game,Auction/Bidding,0,8,5,1: Need crib
783,120217,City of Horror,6.457,1496,2012,90,3,6,,,Area Movement,2,14,6,1: Need crib
784,28259,Cutthroat Caverns,6.457,3137,2007,90,3,6,,Card Game,Hand Management,6,10,5,3: Too much
785,361,Hare & Tortoise,6.457,3092,1973,45,2,6,,,Hand Management,0,6,4,2: Possible
786,13551,Oltre Mare,6.456,2428,2004,60,2,5,,Card Game,Card Drafting,0,12,4,1: Need crib
787,8190,The Bridges of Shangri-La,6.456,1911,2003,60,3,4,,Abstract Strategy,Area Control / Area Influence,0,10,4,1: Need crib
788,16772,Mall of Horror,6.455,2526,2005,60,3,6,,,Dice Rolling,1,14,6,1: Need crib
789,903,Hamsterrolle,6.454,1323,2000,30,2,4,,,,0,6,4,1: Need crib
790,85005,The Boss,6.454,1145,2010,40,2,4,,Card Game,Area Control / Area Influence,1,8,4,1: Need crib
791,128442,Relic,6.454,1310,2013,180,2,4,,Science Fiction,Dice Rolling,2,10,3,3: Too much
792,123609,Puzzle Strike Shadows,6.452,381,2012,20,2,4,,Card Game,Deck / Pool Building,2,6,2,3: Too much
793,34707,The Hanging Gardens,6.451,1762,2008,45,2,4,,,Set Collection,0,8,2,1: Need crib
794,9341,Lost Valley,6.45,1549,2004,60,3,4,,,Modular Board,0,10,4,1: Need crib
795,66214,Samarkand: Routes to Riches,6.45,1224,2010,30,2,5,,Economic,Card Drafting,1,10,4,1: Need crib
796,119,Kingdoms,6.45,3295,1994,45,2,4,Reiner Knizia,Abstract Strategy,Tile Placement,1,8,2,1: Need crib
797,494,Ave Caesar,6.45,3382,1989,30,2,6,,Science Fiction,,1,6,6,1: Need crib
798,116,Guillotine,6.45,12022,1998,30,2,5,,Card Game,Hand Management,0,10,4,3: Too much
799,43152,Assyria,6.449,1133,2009,60,2,4,,,Auction/Bidding,0,12,4,1: Need crib
800,128898,New Amsterdam,6.449,755,2012,90,2,5,,Economic,Area Control / Area Influence,0,12,4,1: Need crib
801,201,RosenkÃ¶nig,6.448,1777,1997,45,2,2,,Abstract Strategy,Grid Movement,0,8,2,1: Need crib
802,136280,La Boca,6.448,945,2013,40,3,6,,Abstract Strategy,Partnerships,0,6,4,1: Need crib
803,160495,ZhanGuo,6.447,472,2014,90,2,4,,Card Game,Area Control / Area Influence,0,12,4,1: Need crib
804,12477,Bootleggers,6.447,2643,2004,120,3,6,,Economic,Area Control / Area Influence,2,12,6,3: Too much
805,15511,Fjords,6.446,2440,2005,30,2,2,,Abstract Strategy,Area Control / Area Influence,0,8,2,1: Need crib
806,9027,Oasis,6.445,1940,2004,60,3,5,Alan R. Moon,,Auction/Bidding,0,10,5,1: Need crib
807,29972,El CapitÃ¡n,6.445,1487,2007,90,2,5,Wolfgang Kramer,Economic,Area Control / Area Influence,0,12,4,1: Need crib
808,43868,The Adventurers: The Temple of Chac,6.443,3553,2009,45,2,6,,,Action Point Allowance System,1,8,4,1: Need crib
809,1442,Victory in the Pacific,6.441,927,1977,300,2,2,,Wargame,Area Control / Area Influence,2,12,2,1: Need crib
810,46396,Ubongo 3D,6.441,785,2009,30,2,4,,,,0,10,4,1: Need crib
811,20133,FAB: The Bulge,6.441,571,2008,240,2,2,,Wargame,Action Point Allowance System,0,12,2,3: Too much
812,589,Wiz-War,6.44,1438,1983,60,2,4,,Fantasy,Modular Board,2,10,4,4: Unplayable
813,20134,The End of the Triumvirate,6.44,1418,2005,60,2,3,,,Action Point Allowance System,0,12,3,2: Possible
814,102435,Navajo Wars,6.439,352,2013,120,1,2,,Wargame,Campaign / Battle Card Driven,0,12,1,4: Unplayable
815,32674,Monsterpocalypse,6.439,852,2008,60,2,4,,Fighting,Dice Rolling,1,10,2,1: Need crib
816,13308,Niagara,6.439,5680,2004,45,3,5,,,Hand Management,2,8,4,1: Need crib
817,2251,Strat-O-Matic Baseball,6.437,645,1962,45,1,2,,,Dice Rolling,0,10,2,3: Too much
818,31759,Battletech Introductory Box Set,6.436,539,2002,120,2,6,,Fighting,Dice Rolling,43,12,2,2: Possible
819,36399,The Napoleonic Wars (Second Edition),6.435,634,2008,240,2,5,,Wargame,Campaign / Battle Card Driven,0,14,5,4: Unplayable
820,68182,Isla Dorada,6.434,1679,2010,60,3,6,Bruno Faidutti,,Auction/Bidding,0,8,4,1: Need crib
821,38545,Kamisado,6.434,943,2008,20,2,2,,Abstract Strategy,Grid Movement,0,8,2,1: Need crib
822,58110,Horse Fever,6.434,931,2009,90,2,6,,Party Game,Auction/Bidding,0,10,4,1: Need crib
823,31105,Archaeology: The Card Game,6.434,2244,2007,20,2,4,,Card Game,Card Drafting,0,6,3,1: Need crib
824,5072,Carrom,6.433,983,,60,2,4,(Uncredited),,Partnerships,0,6,2,1: Need crib
825,1155,Capitol,6.432,1336,2001,60,2,4,Alan R. Moon,,Area Control / Area Influence,0,10,4,1: Need crib
826,1568,Space Crusade,6.431,1680,1990,120,2,4,,Science Fiction,Dice Rolling,2,12,4,2: Possible
827,111105,Agents of SMERSH,6.43,818,2012,90,1,4,,,Area Movement,5,12,3,4: Unplayable
828,118063,Infiltration,6.429,2408,2012,45,2,6,,Card Game,Dice Rolling,0,10,4,4: Unplayable
829,141736,Sail to India,6.429,1042,2013,60,3,4,,Economic,Action Point Allowance System,0,10,4,2: Possible
830,67928,Puzzle Strike,6.428,1552,2010,20,2,4,,Card Game,Card Drafting,2,10,2,4: Unplayable
831,11057,The Great Battles of Alexander: Deluxe Edition,6.427,489,1995,240,1,4,Richard H. Berg,Wargame,Dice Rolling,9,10,2,2: Possible
832,142961,Thunderstone Advance: Numenera,6.426,443,2013,60,1,5,,Card Game,Card Drafting,3,12,2,4: Unplayable
833,16267,Trans Europa,6.426,2518,2005,20,2,6,,,Route/Network Building,1,6,5,1: Need crib
834,19995,Canal Mania,6.425,1084,2006,90,2,5,,,Card Drafting,0,10,4,2: Possible
835,76417,Poseidon,6.424,790,2010,120,2,5,,Economic,Commodity Speculation,1,12,4,1: Need crib
836,3720,Subbuteo,6.424,1103,1947,20,2,2,,,Simulation,0,6,2,1: Need crib
837,71061,DungeonQuest (third edition),6.424,2451,2010,90,1,4,,Fantasy,Modular Board,0,8,4,4: Unplayable
838,438,Scotland Yard,6.423,8153,1983,45,3,6,Michael Schacht,,Partnerships,0,8,5,1: Need crib
839,915,Mystery of the Abbey,6.423,5899,1995,120,3,6,Bruno Faidutti,,Area Movement,1,10,5,3: Too much
840,40393,FITS,6.423,2476,2009,45,1,4,Reiner Knizia,Abstract Strategy,Pattern Building,4,8,4,1: Need crib
841,22897,Dreamblade,6.423,870,2006,60,2,2,,Fantasy,Area Control / Area Influence,0,12,2,3: Too much
842,78733,Key Market,6.421,543,2010,90,2,4,,Economic,Area Control / Area Influence,0,12,2,2: Possible
843,150999,Valley of the Kings,6.421,746,2014,45,2,4,,Card Game,Deck / Pool Building,0,10,2,3: Too much
844,1544,Beyond Balderdash,6.42,1844,1993,45,2,6,,Party Game,Voting,0,12,6,
845,142992,Gravwell: Escape from the 9th Dimension,6.42,876,2013,20,1,4,,Abstract Strategy,Action / Movement Programming,0,8,3,1: Need crib
846,33154,Wasabi!,6.419,3999,2008,45,2,4,,,Hand Management,0,8,3,1: Need crib
847,88408,Nightfall,6.419,2918,2011,45,2,5,,Card Game,Card Drafting,16,12,3,4: Unplayable
848,40237,Long Shot,6.417,1726,2009,60,3,8,,,Betting/Wagering,0,8,5,4: Unplayable
849,15600,Kreta,6.416,1168,2005,60,2,4,,,Area Control / Area Influence,0,10,4,1: Need crib
850,144239,Impulse,6.415,654,2013,30,2,6,,Card Game,Area Control / Area Influence,0,12,3,4: Unplayable
851,72,VerrÃ_ter,6.413,1555,1998,60,3,4,,Card Game,Card Drafting,1,8,4,1: Need crib
852,98229,Pictomania,6.413,609,2011,25,3,6,,Party Game,,1,8,4,4: Unplayable
853,130,Iron Dragon,6.412,1277,1994,180,2,6,,Fantasy,Pick-up and Deliver,1,12,3,2: Possible
854,1117,You're Bluffing!,6.411,2383,1985,45,3,5,,Card Game,Auction/Bidding,0,10,5,1: Need crib
855,4636,Clans,6.411,3969,2002,30,2,4,,Abstract Strategy,Area Control / Area Influence,0,10,3,1: Need crib
856,31483,Constantinopolis,6.411,1045,2010,90,2,5,,Economic,Auction/Bidding,1,12,4,1: Need crib
857,12350,Battlestations,6.41,843,2004,240,2,8,,Science Fiction,Co-operative Play,9,12,5,4: Unplayable
858,29839,Key Harvest,6.41,1352,2007,90,2,4,,,Auction/Bidding,0,12,3,2: Possible
859,111732,Kings of Air and Steam,6.41,858,2013,90,2,7,,,Action / Movement Programming,0,12,4,2: Possible
860,15510,Tower of Babel,6.409,2009,2005,45,3,5,Reiner Knizia,,Area Control / Area Influence,0,8,4,1: Need crib
861,65515,Nuns on the Run,6.409,2588,2010,45,2,8,,,Dice Rolling,5,10,5,2: Possible
862,83667,First Train to Nuremberg,6.407,710,2010,90,2,4,Martin Wallace,,Auction/Bidding,0,12,3,1: Need crib
863,249,Lifeboats,6.405,2456,1993,90,3,6,,,Player Elimination,0,10,6,1: Need crib
864,120,Hoity Toity,6.404,4031,1990,45,2,6,Klaus Teuber,,Set Collection,0,8,5,2: Possible
865,30367,Perry Rhodan: The Cosmic League,6.402,1351,2007,30,2,2,,Card Game,Hand Management,0,10,2,2: Possible
866,12750,1860: Railways on the Isle of Wight,6.402,372,2004,240,2,4,,Economic,Auction/Bidding,1,16,3,2: Possible
867,40760,Alea Iacta Est,6.402,2089,2009,60,2,5,,Dice,Area Control / Area Influence,0,8,4,1: Need crib
868,340,Frank's Zoo,6.401,2613,1999,60,3,7,,Card Game,Hand Management,0,6,5,1: Need crib
869,94480,Pantheon,6.401,1182,2011,90,2,4,,,Card Drafting,1,10,3,1: Need crib
870,142852,DC Comics Deck-Building Game: Heroes Unite,6.399,578,2014,45,2,5,,Card Game,Deck / Pool Building,7,8,3,3: Too much
871,384,TurfMaster,6.399,724,1998,75,2,8,,,Dice Rolling,3,8,8,1: Need crib
872,145639,Coconuts,6.399,733,2013,20,2,4,,Children's Game,,0,5,4,1: Need crib
873,92044,Dungeons & Dragons: Conquest of Nerath Board Game,6.398,1017,2011,120,2,4,,Fantasy,Dice Rolling,1,12,4,3: Too much
874,22348,Identik,6.397,988,2005,45,3,10,,Party Game,,3,8,5,4: Unplayable
875,99975,Timeline: Discoveries,6.396,1193,2011,15,2,8,,Card Game,,0,8,2,3: Too much
876,32412,PalastgeflÃ_ster,6.396,1254,2007,45,3,5,,Card Game,Hand Management,0,10,4,2: Possible
877,7858,Ardennes '44,6.395,373,2003,360,2,2,,Wargame,Dice Rolling,0,12,2,1: Need crib
878,592,Spades,6.394,1539,1938,60,4,4,(Uncredited),Card Game,Auction/Bidding,0,8,4,1: Need crib
879,66587,GOSU,6.394,2122,2010,45,2,4,,Card Game,Hand Management,1,10,2,4: Unplayable
880,511,Silverton,6.392,834,1991,180,1,6,,Economic,Dice Rolling,1,12,4,3: Too much
881,14,Basari,6.391,1373,1998,25,3,4,Reinhard Staupe,,Roll / Spin and Move,0,10,4,1: Need crib
882,99,Fortress America,6.39,1944,1986,180,2,4,,Science Fiction,Area Movement,3,12,4,2: Possible
883,111417,The Great Heartland Hauling Co.,6.389,868,2013,30,2,4,,,Hand Management,1,8,3,1: Need crib
884,142121,Guildhall: Job Faire,6.388,584,2013,45,2,4,,Card Game,Hand Management,0,10,3,1: Need crib
885,24310,The Red Dragon Inn,6.387,3465,2007,45,2,4,,Card Game,Betting/Wagering,9,12,4,4: Unplayable
886,40529,Cosmic Encounter,6.387,727,1991,60,3,6,,Card Game,Variable Player Powers,1,12,6,4: Unplayable
887,38531,Powerboats,6.387,1556,2008,60,2,6,,,Dice Rolling,1,8,5,1: Need crib
888,41749,American Rails,6.386,436,2009,90,3,5,,Economic,Auction/Bidding,0,12,4,1: Need crib
889,25729,World at War: Eisenbach Gap,6.386,574,2007,90,2,2,,Wargame,Chit-Pull System,6,12,2,2: Possible
890,53093,Heroes of Normandie,6.385,435,2014,60,2,2,,Wargame,Card Drafting,18,10,2,2: Possible
891,91523,Mondo,6.385,1709,2011,20,1,4,Michael Schacht,,Pattern Building,5,8,4,1: Need crib
892,2397,Backgammon,6.385,7412,,30,2,2,(Uncredited),Abstract Strategy,Betting/Wagering,2,8,2,1: Need crib
893,73070,Olympus,6.384,922,2010,120,3,5,,,Variable Phase Order,0,12,5,3: Too much
894,2533,Kupferkessel Co.,6.383,932,2001,30,2,2,,Card Game,Modular Board,0,8,2,1: Need crib
895,76150,Revolver,6.382,897,2011,45,2,2,,Card Game,Hand Management,8,10,2,3: Too much
896,42673,Field Commander: Napoleon,6.381,401,2011,180,1,1,Dan Verssen,Wargame,Area Movement,0,14,1,2: Possible
897,1234,Once Upon a Time: The Storytelling Card Game,6.381,4544,1993,30,2,6,,Card Game,Hand Management,5,8,5,3: Too much
898,118695,Riff Raff,6.38,762,2012,30,2,4,,Party Game,,0,6,3,1: Need crib
899,17223,World of Warcraft: The Boardgame,6.38,3885,2005,180,2,6,,Fantasy,Area Movement,3,12,4,4: Unplayable
900,15818,Pickomino,6.38,5008,2005,20,2,7,Reiner Knizia,Dice,Dice Rolling,0,6,4,1: Need crib
901,36648,Pyramid,6.379,992,2008,30,2,5,,,Memory,0,8,5,1: Need crib
902,472,DungeonQuest,6.379,2077,1985,60,1,4,,Fantasy,Dice Rolling,3,6,4,2: Possible
903,348,Merchants of the Middle Ages,6.378,1132,1999,120,2,4,Wolfgang Kramer,Economic,Commodity Speculation,0,12,4,3: Too much
904,85325,Kolejka,6.378,1206,2011,60,2,5,,,Hand Management,1,10,5,3: Too much
905,119391,Il Vecchio,6.377,804,2012,60,2,4,,,Area Control / Area Influence,0,10,4,1: Need crib
906,158339,Lost Legacy: The Starship,6.376,935,2014,10,2,4,,Card Game,Hand Management,1,10,4,2: Possible
907,398,Wildlife Safari,6.376,2253,1994,30,2,5,Reiner Knizia,Card Game,Stock Holding,0,6,4,1: Need crib
908,929,The Great Dalmuti,6.375,4613,1995,60,4,8,,Card Game,Hand Management,0,8,7,1: Need crib
909,81640,Florenza,6.375,470,2010,200,2,5,,Economic,Worker Placement,1,14,3,1: Need crib
910,2476,Industrial Waste,6.374,1354,2001,60,2,4,,Economic,Auction/Bidding,0,10,3,1: Need crib
911,19764,PÃœNCT,6.373,1157,2005,30,2,2,,Abstract Strategy,Pattern Building,0,8,2,1: Need crib
912,96152,Nightfall: Martial Law,6.372,670,2011,45,2,5,,Card Game,Card Drafting,15,10,3,4: Unplayable
913,4218,O Zoo le Mio,6.37,1945,2002,45,2,4,,,Auction/Bidding,0,8,4,1: Need crib
914,124965,Dungeon Command: Heart of Cormyr,6.369,606,2012,90,2,2,,Card Game,Action Point Allowance System,5,10,2,4: Unplayable
915,1032,B-17: Queen of the Skies,6.368,1425,1981,20,1,2,,Wargame,Dice Rolling,0,10,1,4: Unplayable
916,29073,Blockers!,6.368,1475,2007,30,2,5,,Abstract Strategy,Area Control / Area Influence,0,8,4,1: Need crib
917,129731,DreadBall: The Futuristic Sports Game,6.367,464,2012,90,2,2,,Science Fiction,Dice Rolling,18,10,2,2: Possible
918,41010,My First Carcassonne,6.366,1372,2009,10,2,4,,Children's Game,Modular Board,0,4,4,1: Need crib
919,67180,Tikal II: The Lost Temple,6.366,982,2010,90,2,4,Wolfgang Kramer,,Hand Management,0,10,4,1: Need crib
920,157096,Historia,6.366,657,2014,120,1,6,,,Area Control / Area Influence,5,12,4,1: Need crib
921,3972,Catan: Portable Edition,6.365,1156,2002,90,3,4,Klaus Teuber,,Dice Rolling,0,8,4,2: Possible
922,27848,Age of Conan: The Strategy Board Game,6.365,1821,2009,90,2,4,,Fantasy,Dice Rolling,1,12,4,4: Unplayable
923,22532,Wings of War: The Dawn of World War II,6.364,1115,2007,45,2,6,,Card Game,Action / Movement Programming,6,10,4,1: Need crib
924,29223,Marrakech,6.362,1534,2007,30,2,4,,,Area Control / Area Influence,1,6,4,1: Need crib
925,20,Full Metal Planete,6.362,537,1988,90,2,4,,Science Fiction,Action Point Allowance System,1,10,4,1: Need crib
